,negfood_score,negservice_score,posfood_score,posservice_score,restaurant
0,0.008196721311475001,0.032786885245901,0.459016393442622,0.5,Haidilao Hotpot
1,0.007874015748031,0.031496062992125005,0.5748031496062991,0.385826771653543,The Alcove
2,0.042372881355932,0.059322033898305,0.661016949152542,0.23728813559322,Jack & Nellie's
3,0.050420168067226004,0.050420168067226004,0.5966386554621841,0.30252100840336105,Mojo Restaurant
4,0.039682539682539,0.039682539682539,0.5793650793650791,0.341269841269841,Queens Comfort
5,0.08196721311475401,0.040983606557377004,0.778688524590163,0.09836065573770401,Memories of Shanghai
6,0.042372881355932,0.025423728813559,0.6949152542372881,0.23728813559322,Forest Hills Station House
7,0.08333333333333301,0.041666666666666005,0.716666666666666,0.15833333333333302,Kitchen 79
8,0.056910569105691006,0.008130081300813,0.7398373983739831,0.195121951219512,Sugar Freak
9,0.10569105691056901,0.032520325203252,0.6341463414634141,0.22764227642276402,Sanfords Astoria
10,0.042016806722689,0.042016806722689,0.7310924369747891,0.18487394957983103,Metro Taco
11,0.04,0.08,0.664,0.216,Mom's Kitchen & Bar
12,0.032,0.024,0.544,0.4,The Highwater
13,0.048387096774193006,0.048387096774193006,0.629032258064516,0.27419354838709603,Jora Restaurant & Bar
14,0.046511627906976,0.031007751937984003,0.782945736434108,0.13953488372093,Oceanic Boil
15,0.07142857142857101,0.023809523809523003,0.73015873015873,0.174603174603174,Arepa Lady
16,0.08,0.048,0.6960000000000001,0.176,Cabana
17,0.066115702479338,0.049586776859504,0.603305785123966,0.28099173553719003,Sweet Chick
18,0.058823529411764004,0.014705882352941001,0.5735294117647051,0.35294117647058804,Dinerbar
19,0.06451612903225801,0.024193548387096003,0.82258064516129,0.08870967741935401,Joe's Steam Rice Roll
20,0.016129032258064002,0.048387096774193006,0.6209677419354831,0.314516129032258,Trattoria L'incontro
21,0.032520325203252,0.048780487804878,0.5447154471544711,0.373983739837398,Trestle
22,0.040650406504065005,0.048780487804878,0.6341463414634141,0.276422764227642,Nicks Bistro
23,0.047619047619047006,0.023809523809523003,0.634920634920634,0.293650793650793,The Queensboro
24,0.041666666666666005,0.016666666666666,0.6583333333333331,0.28333333333333305,LIC Market
25,0.064748201438848,0.035971223021582004,0.7482014388489201,0.15107913669064701,Naked Crab
26,0.065573770491803,0.04918032786885201,0.6885245901639341,0.19672131147540903,Rincon Criollo
27,0.024390243902439,0.032520325203252,0.593495934959349,0.34959349593495903,Maiella
28,0.022556390977443,0.09774436090225501,0.44360902255639,0.43609022556390903,IL Triangolo Restaurant
29,0.110169491525423,0.076271186440677,0.440677966101694,0.372881355932203,Lobster House All You Can Eat Seafood
30,0.065040650406504,0.024390243902439,0.707317073170731,0.203252032520325,Taverna Kyclades
31,0.046511627906976,0.023255813953488,0.844961240310077,0.085271317829457,JoJu
32,0.056910569105691006,0.065040650406504,0.5121951219512191,0.365853658536585,Rainhas Churrascaria
33,0.008130081300813,0.032520325203252,0.609756097560975,0.34959349593495903,Marani
34,0.023809523809523003,0.015873015873015,0.7142857142857141,0.24603174603174602,Meet The Meat
35,0.066115702479338,0.074380165289256,0.5537190082644621,0.305785123966942,The Shady Lady
36,0.067226890756302,0.033613445378151,0.7226890756302521,0.17647058823529402,Seva Indian Cuisine
37,0.09523809523809501,0.015873015873015,0.7698412698412691,0.11904761904761901,Lhasa Fast Food
38,0.099173553719008,0.066115702479338,0.5454545454545451,0.28925619834710703,Astoria Seafood
39,0.0078125,0.0390625,0.734375,0.21875000000000003,Kin'd
40,0.015503875968992002,0.05426356589147201,0.751937984496124,0.17829457364341,SoleLuna Restaurant
41,0.12396694214876001,0.033057851239669,0.7024793388429751,0.14049586776859502,SriPraPhai Thai Restaurant
42,0.04,0.032,0.736,0.192,Julia's
43,0.033057851239669,0.049586776859504,0.380165289256198,0.5371900826446281,The Beast Next Door
44,0.05,0.02,0.6900000000000001,0.24,The Cast Iron Pot 3
45,0.03076923076923,0.107692307692307,0.5,0.36153846153846103,Park Side Restaurant
46,0.08130081300813001,0.040650406504065005,0.691056910569105,0.186991869918699,Hahm Ji Bach
47,0.158730158730158,0.079365079365079,0.69047619047619,0.07142857142857101,Bund On Broadway
48,0.056,0.088,0.8,0.056,Shanghai You Garden
49,0.032520325203252,0.016260162601626,0.8130081300813,0.138211382113821,Casa Enrique
50,0.040650406504065005,0.15447154471544702,0.268292682926829,0.536585365853658,Mamajuana Cafe Queens
51,0.008264462809917,0.074380165289256,0.479338842975206,0.43801652892561904,Leaf Bar & Lounge
52,0.069767441860465,0.023255813953488,0.744186046511627,0.162790697674418,District Saigon
53,0.022727272727272003,0.015151515151515001,0.689393939393939,0.27272727272727204,Queens International Night Market
54,0.10569105691056901,0.056910569105691006,0.6991869918699181,0.138211382113821,John Brown Smokehouse
55,0.05940594059405901,0.019801980198019,0.6633663366336631,0.25742574257425704,Lucky Chen - 五锦轩
56,0.034782608695652,0.026086956521739,0.7826086956521741,0.15652173913043402,The Breakfast Shack
57,0.025,0.016666666666666,0.708333333333333,0.25,Côté Soleil
58,0.037383177570093004,0.0,0.9252336448598131,0.037383177570093004,Maxi’s Noodle
59,0.024590163934426004,0.04918032786885201,0.491803278688524,0.43442622950819604,Sabor De Cuba
60,0.0859375,0.0546875,0.625,0.234375,Gastroteca
61,0.007751937984496001,0.069767441860465,0.6666666666666661,0.255813953488372,Mama Lee
62,0.016,0.048,0.5680000000000001,0.368,The Bonnie
63,0.05511811023622001,0.039370078740157,0.6456692913385821,0.259842519685039,Mito Asian Fusion
64,0.032786885245901,0.040983606557377004,0.6803278688524591,0.245901639344262,Café Henri
65,0.10606060606060601,0.07575757575757501,0.59090909090909,0.22727272727272702,OBA Mediterranean Gyro & Grill
66,0.097560975609756,0.024390243902439,0.829268292682926,0.048780487804878,Kung Fu Xiao Long Bao
67,0.063063063063063,0.027027027027027,0.7387387387387381,0.171171171171171,KAL
68,0.062015503875968006,0.10077519379844901,0.51937984496124,0.31782945736434104,Queens Bully
69,0.041322314049586,0.074380165289256,0.512396694214876,0.37190082644628103,LaGuardia Cafe
70,0.055555555555555004,0.047619047619047006,0.436507936507936,0.46031746031746,The Thirsty Koala
71,0.11627906976744101,0.03875968992248,0.6976744186046511,0.147286821705426,Hashi Ramen & Izakaya
72,0.056074766355140006,0.028037383177570003,0.7289719626168221,0.186915887850467,Izakaya Mew Flushing
73,0.047619047619047006,0.079365079365079,0.611111111111111,0.26190476190476103,Ornella Trattoria Italiana
74,0.174603174603174,0.015873015873015,0.7539682539682541,0.055555555555555004,Taste Good Malaysian Cuisine
75,0.09375000000000001,0.0546875,0.6015625,0.25,Tuscan Hills
76,0.05645161290322501,0.024193548387096003,0.7741935483870961,0.14516129032258002,Dawa's
77,0.10569105691056901,0.0,0.8211382113821131,0.073170731707317,Xin Taste Hand Pull Noodle
78,0.08823529411764701,0.044117647058823005,0.5955882352941171,0.272058823529411,Butcher Bar
79,0.14285714285714202,0.067226890756302,0.6974789915966381,0.09243697478991501,Main Street C&L Imperial Taiwanese Gourmet 北港台菜館
80,0.024,0.056,0.648,0.272,Rove
81,0.13076923076923,0.038461538461538006,0.7000000000000001,0.13076923076923,Tamashii Red
82,0.07200000000000001,0.016,0.744,0.168,969 NYC Coffee
83,0.075,0.05,0.7333333333333331,0.14166666666666602,Yummy Noodle House 粥麵之家
84,0.038167938931297,0.167938931297709,0.633587786259541,0.16030534351145,London Lennie's
85,0.040983606557377004,0.016393442622950002,0.6885245901639341,0.25409836065573704,Bistro Eloise
86,0.03125,0.0,0.7187500000000001,0.25,Sup Thai Kitchen
87,0.032258064516129004,0.07258064516129001,0.508064516129032,0.38709677419354804,The Astorian
88,0.0075187969924810005,0.045112781954887,0.48872180451127806,0.458646616541353,Blend
89,0.033057851239669,0.049586776859504,0.520661157024793,0.396694214876033,Fresco's Cantina
90,0.07692307692307601,0.14615384615384602,0.453846153846153,0.32307692307692304,The Door
91,0.050420168067226004,0.025210084033613002,0.6050420168067221,0.319327731092436,Tiger Sugar
92,0.11382113821138201,0.040650406504065005,0.7398373983739831,0.10569105691056901,Lao Bei Fang Dumpling House
93,0.039682539682539,0.023809523809523003,0.35714285714285704,0.5793650793650791,Addictive Wine and Tapas Bar
94,0.07142857142857101,0.09523809523809501,0.7142857142857141,0.11904761904761901,Mu Ramen
95,0.056,0.168,0.504,0.272,Dirty Pierre's
96,0.014705882352941001,0.058823529411764004,0.5955882352941171,0.330882352941176,The Dolar Shop
97,0.032258064516129004,0.016129032258064002,0.8709677419354831,0.08064516129032201,Dae Sung Kal Guk Su
98,0.05645161290322501,0.06451612903225801,0.6854838709677411,0.19354838709677402,Roast & Co
99,0.033057851239669,0.0,0.818181818181818,0.148760330578512,Lamoon
100,0.126050420168067,0.042016806722689,0.7058823529411761,0.126050420168067,La Cabana
101,0.024193548387096003,0.05645161290322501,0.596774193548387,0.32258064516129004,The Coop
102,0.082644628099173,0.148760330578512,0.43801652892561904,0.330578512396694,Red Pipe Cafe
103,0.008264462809917,0.024793388429752,0.41322314049586706,0.5537190082644621,Gyu-Kaku Japanese BBQ
104,0.065573770491803,0.10655737704918,0.5491803278688521,0.278688524590163,Good Eats Diner
105,0.06451612903225801,0.10483870967741901,0.701612903225806,0.12903225806451601,Chela & Garnacha
106,0.130081300813008,0.032520325203252,0.626016260162601,0.21138211382113803,Sik Gaek
107,0.116666666666666,0.075,0.7000000000000001,0.108333333333333,Tito Rad's Grill
108,0.13675213675213602,0.11965811965811901,0.47008547008547,0.27350427350427303,No5nyc
109,0.1,0.036363636363636,0.7545454545454541,0.109090909090909,Legend Chicken
110,0.07826086956521701,0.017391304347826,0.565217391304347,0.339130434782608,While In Kathmandu
111,0.023622047244094002,0.007874015748031,0.8031496062992121,0.165354330708661,Mad For Chicken
112,0.10743801652892501,0.057851239669421003,0.7272727272727271,0.10743801652892501,Spy C Cuisine
113,0.05,0.075,0.49166666666666603,0.383333333333333,Industry 1332
114,0.047169811320754006,0.066037735849056,0.38679245283018804,0.5,Anable Basin Sailing Bar & Grill
115,0.041322314049586,0.024793388429752,0.5785123966942141,0.35537190082644604,The Lowery Bar & Kitchen
116,0.032786885245901,0.032786885245901,0.6147540983606551,0.319672131147541,Sweet Afton
117,0.09523809523809501,0.0,0.825396825396825,0.079365079365079,Eim Khao Mun Kai Elmhurst
118,0.146341463414634,0.024390243902439,0.73170731707317,0.097560975609756,Fu Yuan
119,0.09677419354838701,0.024193548387096003,0.7741935483870961,0.10483870967741901,Pho Metro
120,0.09016393442622901,0.09836065573770401,0.6475409836065571,0.16393442622950802,Taiwanese Gourmet
121,0.087301587301587,0.126984126984126,0.5317460317460311,0.253968253968253,La Boulangerie
122,0.059322033898305,0.076271186440677,0.677966101694915,0.186440677966101,Xiang Hot Pot
123,0.12781954887218,0.09774436090225501,0.586466165413533,0.18796992481203,Urubamba
124,0.075,0.016666666666666,0.6583333333333331,0.25,Rimtin Mediterranean Restaurant
125,0.017543859649122,0.0,0.8070175438596491,0.175438596491228,Gossip House
126,0.025423728813559,0.016949152542372,0.6101694915254231,0.34745762711864403,Cipollina Gourmet
127,0.08,0.056,0.704,0.16,Pelicana Chicken
128,0.025423728813559,0.042372881355932,0.627118644067796,0.305084745762711,The Panorama of My Silence-Heart
129,0.057851239669421003,0.016528925619834,0.611570247933884,0.314049586776859,Tavern 157
130,0.042372881355932,0.016949152542372,0.669491525423728,0.27118644067796605,Bellwether
131,0.04,0.128,0.584,0.248,Banter Irish Bar and Kitchen
132,0.040983606557377004,0.040983606557377004,0.778688524590163,0.139344262295081,Szechuan Mountain House
133,0.10852713178294501,0.069767441860465,0.6666666666666661,0.155038759689922,Ayada Thai
134,0.056,0.024,0.68,0.24,Spring Shabu-Shabu
135,0.041322314049586,0.099173553719008,0.44628099173553704,0.41322314049586706,Don Tequila Urban Cantina
136,0.05,0.041666666666666005,0.5750000000000001,0.33333333333333304,Zum Stammtisch
137,0.056,0.152,0.52,0.272,Pio Pio 2
138,0.114754098360655,0.065573770491803,0.631147540983606,0.18852459016393402,Cheburechnaya
139,0.032967032967032,0.087912087912087,0.538461538461538,0.34065934065934,Bajeko Sekuwa
140,0.057851239669421003,0.008264462809917,0.7024793388429751,0.231404958677685,The Sweet Sap
141,0.042735042735042,0.025641025641025002,0.606837606837606,0.324786324786324,Aroma Brazil Restaurant
142,0.09016393442622901,0.032786885245901,0.704918032786885,0.17213114754098302,Yummy Tummy Asian Bistro
143,0.015748031496062,0.023622047244094002,0.637795275590551,0.32283464566929104,Casa Del Chef
144,0.094017094017094,0.059829059829059006,0.769230769230769,0.07692307692307601,Little Pepper
145,0.048387096774193006,0.06451612903225801,0.7177419354838711,0.16935483870967702,Pye Boat Noodle
146,0.024193548387096003,0.048387096774193006,0.725806451612903,0.20161290322580602,Psari Seafood Restaurant & Bar
147,0.040322580645161005,0.032258064516129004,0.5887096774193541,0.33870967741935404,La Vecina
148,0.07826086956521701,0.043478260869565,0.6173913043478261,0.260869565217391,"Sal, Kris, & Charlie's Deli"
149,0.12711864406779602,0.076271186440677,0.635593220338983,0.161016949152542,Grand Sichuan NY II
150,0.042372881355932,0.042372881355932,0.661016949152542,0.25423728813559304,Kurry Qulture
151,0.047244094488188004,0.05511811023622001,0.629921259842519,0.26771653543307,Matiz Latin Cuisine
152,0.023255813953488,0.03875968992248,0.821705426356589,0.11627906976744101,Umi Sushi
153,0.016129032258064002,0.032258064516129004,0.7661290322580641,0.18548387096774102,Milkflower
154,0.040322580645161005,0.08064516129032201,0.6451612903225801,0.23387096774193503,Arepas Cafe
155,0.063492063492063,0.031746031746031,0.7539682539682541,0.15079365079365,Taqueria Kermes
156,0.07692307692307601,0.008547008547008001,0.8632478632478631,0.051282051282051,Lobster Roll Factory
157,0.079365079365079,0.055555555555555004,0.587301587301587,0.277777777777777,Jägerhaus German Restaurants and Biergarten
158,0.08130081300813001,0.024390243902439,0.8048780487804871,0.08943089430894301,Pho Che
159,0.049586776859504,0.074380165289256,0.5702479338842971,0.305785123966942,Ninos Aq
